,ticker,sector,sub-industry,returns,totalYears
1465,DKS,Consumer Cyclical,Specialty Retail,0.47619047619047616,21
1466,DLB,Industrials,Specialty Business Services,0.631578947368421,19
1467,DLHC,Industrials,Specialty Business Services,0.4864864864864865,37
1468,DLNG,Energy,Oil & Gas Midstream,0.4,10
1469,DLO,Technology,Software—Infrastructure,0.0,2
1470,DLPN,Communication Services,Advertising Agencies,0.47058823529411764,17
1471,DLR,Real Estate,REIT—Specialty,0.7368421052631579,19
1472,DLTH,Consumer Cyclical,Apparel Retail,0.25,8
1473,DLTR,Consumer Defensive,Discount Stores,0.5517241379310345,29
1474,DLX,Communication Services,Advertising Agencies,0.5909090909090909,44
1475,DM,Technology,Computer Hardware,0.75,4
1476,DMA,Financial Services,Asset Management,1.0,2
1477,DMAC,Healthcare,Biotechnology,0.6363636363636364,11
1478,DMB,Financial Services,Asset Management,0.6363636363636364,11
1479,DMF,Financial Services,Asset Management,0.5428571428571428,35
1480,DMLP,Energy,Oil & Gas E&P,0.5238095238095238,21
1481,DMO,Financial Services,Asset Management,0.6428571428571429,14
1482,DMRC,Technology,Information Technology Services,0.4166666666666667,24
1483,DMYY,Financial Services,Shell Companies,0.0,1
1484,DNA,Healthcare,Biotechnology,0.0,3
1485,DNB,Financial Services,Financial Data & Stock Exchanges,1.0,3
1486,DNLI,Healthcare,Biotechnology,0.5,6
1487,DNMR,Basic Materials,Specialty Chemicals,0.6666666666666666,3
1488,DNN,Energy,Uranium,0.6842105263157895,19
1489,DNOW,Industrials,Industrial Distribution,0.5555555555555556,9
1490,DNP,Financial Services,Asset Management,0.5675675675675675,37
1491,DNTH,Healthcare,Biotechnology,0.2,5
1492,DNUT,Consumer Defensive,Grocery Stores,0.5,2
1493,DOCN,Technology,Software—Infrastructure,0.6666666666666666,3
1494,DOCS,Healthcare,Health Information Services,1.0,2
1495,DOCU,Technology,Software—Application,0.6666666666666666,6
1496,DOGZ,Consumer Cyclical,Leisure,0.6666666666666666,6
1497,DOLE,Consumer Defensive,Farm Products,1.0,2
1498,DOMH,Healthcare,Biotechnology,0.5909090909090909,44
1499,DOMO,Technology,Software—Application,0.8,5
1500,DOOO,Consumer Cyclical,Recreational Vehicles,0.4,10
1501,DORM,Consumer Cyclical,Auto Parts,0.5757575757575758,33
1502,DOV,Industrials,Specialty Industrial Machinery,0.75,44
1503,DOW,Basic Materials,Chemicals,0.6,5
1504,DOX,Technology,Software—Infrastructure,0.72,25
1505,DOYU,Communication Services,Internet Content & Information,0.75,4
1506,DPCS,Financial Services,Shell Companies,1.0,2
1507,DPCSU,Financial Services,Shell Companies,0.5,2
1508,DPG,Financial Services,Asset Management,0.6666666666666666,12
1509,DPRO,Industrials,Aerospace & Defense,0.3333333333333333,3
1510,DPZ,Consumer Cyclical,Restaurants,0.631578947368421,19
1511,DRCT,Communication Services,Advertising Agencies,0.5,2
1512,DRD,Basic Materials,Gold,0.41379310344827586,29
1513,DRH,Real Estate,REIT—Hotel & Motel,0.6111111111111112,18
1514,DRI,Consumer Cyclical,Restaurants,0.6071428571428571,28
1515,DRIO,Healthcare,Health Information Services,0.75,8
1516,DRMA,Healthcare,Biotechnology,0.5,2
1517,DRRX,Healthcare,Drug Manufacturers—Specialty & Generic,0.5217391304347826,23
1518,DRS,Industrials,Aerospace & Defense,0.6578947368421053,38
1519,DRUG,Healthcare,Biotechnology,0.3333333333333333,3
1520,DRVN,Consumer Cyclical,Auto & Truck Dealerships,0.3333333333333333,3
1521,DSGN,Healthcare,Biotechnology,0.6666666666666666,3
1522,DSGR,Industrials,Industrial Distribution,0.5227272727272727,44
1523,DSGX,Technology,Software—Application,0.6,25
1524,DSL,Financial Services,Asset Management,0.5454545454545454,11
1525,DSM,Financial Services,Asset Management,0.5,34
1526,DSP,Technology,Software—Application,1.0,3
1527,DSS,Consumer Cyclical,Packaging & Containers,0.6,30
1528,DSWL,Technology,Electronic Components,0.5,28
1529,DSX,Industrials,Marine Shipping,0.42105263157894735,19
1530,DSY,Consumer Defensive,Household & Personal Products,0.0,1
1531,DT,Technology,Software—Application,0.5,4
1532,DTB,,,0.6666666666666666,3
1533,DTC,Consumer Cyclical,Internet Retail,1.0,2
1534,DTCK,Consumer Defensive,Farm Products,,0
1535,DTE,Utilities,Utilities—Regulated Electric,0.5483870967741935,62
1536,DTG,,,1.0,2
1537,DTI,Energy,Oil & Gas Equipment & Services,1.0,2
1538,DTIL,Healthcare,Biotechnology,0.6,5
1539,DTM,Energy,Oil & Gas Midstream,0.5,2
1540,DTSS,Technology,Software—Infrastructure,0.5,6
1541,DTST,Technology,Information Technology Services,0.5833333333333334,12
1542,DTW,,,0.5,6
1543,DUETU,Financial Services,Shell Companies,1.0,2
1544,DUK,Utilities,Utilities—Regulated Electric,0.45454545454545453,44
1545,DUKB,,,0.4,5
1546,DUO,Real Estate,Real Estate Services,0.75,4
1547,DUOL,Technology,Software—Application,1.0,2
1548,DUOT,Technology,Software—Application,0.8333333333333334,6
1549,DV,Technology,Software—Application,0.3333333333333333,3
1550,DVA,Healthcare,Medical Care Facilities,0.5,28
1551,DVN,Energy,Oil & Gas E&P,0.47368421052631576,38
1552,DWSN,Energy,Oil & Gas Equipment & Services,0.43333333333333335,30
1553,DX,Real Estate,REIT—Mortgage,0.5833333333333334,36
1554,DXC,Technology,Information Technology Services,0.5238095238095238,42
1555,DXCM,Healthcare,Medical Devices,0.5263157894736842,19
1556,DXLG,Consumer Cyclical,Apparel Retail,0.4444444444444444,36
1557,DXPE,Industrials,Industrial Distribution,0.68,25
1558,DXR,Healthcare,Medical Instruments & Supplies,0.5,40
1559,DXYN,Consumer Cyclical,Textile Manufacturing,0.7837837837837838,37
1560,DY,Industrials,Engineering & Construction,0.5384615384615384,39
1561,DYAI,Healthcare,Biotechnology,0.375,16
1562,DYCQ,Financial Services,Shell Companies,,0
1563,DYCQU,Financial Services,Shell Companies,,0
1564,DYN,Healthcare,Biotechnology,0.3333333333333333,3
1565,DZZ,,,0.375,16
1566,E,Energy,Oil & Gas Integrated,0.6071428571428571,28
1567,EA,Communication Services,Electronic Gaming & Multimedia,0.38235294117647056,34
1568,EAF,Industrials,Electrical Equipment & Parts,0.5,6
1569,EARN,Financial Services,Asset Management,0.5,10
1570,EAST,Consumer Defensive,Beverages—Wineries & Distilleries,0.5714285714285714,7
1571,EAT,Consumer Cyclical,Restaurants,0.65,40
1572,EB,Technology,Software—Application,0.4,5
1573,EBAY,Consumer Cyclical,Internet Retail,0.56,25
1574,EBC,Financial Services,Banks—Regional,0.3333333333333333,3
1575,EBF,Industrials,Business Equipment & Supplies,0.5454545454545454,44
1576,EBON,Technology,Computer Hardware,0.6666666666666666,3
1577,EBR,Utilities,Utilities—Renewable,0.5333333333333333,15
1578,EBS,Healthcare,Drug Manufacturers—Specialty & Generic,0.5294117647058824,17
1579,EBTC,Financial Services,Banks—Regional,0.5789473684210527,19
1580,EC,Energy,Oil & Gas Integrated,0.4,15
1581,ECAT,,,1.0,2
1582,ECBK,Financial Services,Banks—Regional,1.0,1
1583,ECC,Financial Services,Asset Management,0.6666666666666666,9
1584,ECCF,Financial Services,Asset Management,,0
1585,ECCV,,,1.0,2
1586,ECCW,,,0.6666666666666666,3
1587,ECCX,,,1.0,2
1588,ECDA,Consumer Cyclical,Auto Manufacturers,0.0,1
1589,ECF,Financial Services,Asset Management,0.5405405405405406,37
1590,ECL,Basic Materials,Specialty Chemicals,0.5294117647058824,51
1591,ECOR,Healthcare,Medical Devices,0.4,5
1592,ECPG,Financial Services,Mortgage Finance,0.375,24
1593,ECVT,Basic Materials,Specialty Chemicals,0.6666666666666666,6
1594,ECX,Consumer Cyclical,Auto Parts,0.3333333333333333,3
1595,ED,Utilities,Utilities—Regulated Electric,0.5483870967741935,62
1596,EDAP,Healthcare,Medical Distribution,0.6923076923076923,26
1597,EDBL,Consumer Defensive,Farm Products,1.0,1
1598,EDD,Financial Services,Asset Management,0.6470588235294118,17
1599,EDF,Financial Services,Asset Management,0.6153846153846154,13
1600,EDN,Utilities,Utilities—Regulated Electric,0.29411764705882354,17
1601,EDR,Communication Services,Entertainment,0.6666666666666666,3
1602,EDRY,Industrials,Marine Shipping,0.6,5
1603,EDSA,Healthcare,Biotechnology,0.46153846153846156,13
1604,EDTK,Consumer Defensive,Education & Training Services,1.0,3
1605,EDU,Consumer Defensive,Education & Training Services,0.47058823529411764,17
1606,EDUC,Communication Services,Publishing,0.5454545454545454,44
1607,EE,Energy,Oil & Gas Midstream,0.5,2
1608,EEA,Financial Services,Asset Management,0.6756756756756757,37
1609,EEIQ,Consumer Defensive,Education & Training Services,0.6666666666666666,3
1610,EEX,Communication Services,Advertising Agencies,0.2857142857142857,7
1611,EFC,Real Estate,REIT—Mortgage,0.6923076923076923,13
1612,EFOI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.4827586206896552,29
1613,EFSC,Financial Services,Banks—Regional,0.5,20
1614,EFSCP,Financial Services,Banks—Regional,1.0,2
1615,EFSH,Industrials,Conglomerates,1.0,5
1616,EFT,Financial Services,Asset Management,0.6842105263157895,19
1617,EFX,Industrials,Consulting Services,0.75,44
1618,EFXT,Energy,Oil & Gas Equipment & Services,0.8333333333333334,12
1619,EG,Financial Services,Insurance—Reinsurance,0.5357142857142857,28
1620,EGAN,Technology,Software—Application,0.5416666666666666,24
1621,EGBN,Financial Services,Banks—Regional,0.5416666666666666,24
1622,EGHT,Technology,Software—Application,0.4230769230769231,26
1623,EGO,Basic Materials,Gold,0.5238095238095238,21
1624,EGP,Real Estate,REIT—Industrial,0.5882352941176471,51
1625,EGRX,Healthcare,Drug Manufacturers—Specialty & Generic,0.5,10
1626,EGY,Energy,Oil & Gas E&P,0.5806451612903226,31
1627,EH,Industrials,Aerospace & Defense,0.75,4
1628,EHAB,Healthcare,Medical Care Facilities,1.0,1
1629,EHC,Healthcare,Medical Care Facilities,0.5675675675675675,37
1630,EHTH,Financial Services,Insurance Brokers,0.47058823529411764,17
1631,EIC,Financial Services,Asset Management,0.5,4
1632,EICA,Financial Services,Asset Management,1.0,2
1633,EICB,Financial Services,Asset Management,,0
1634,EICC,Financial Services,Asset Management,,0
1635,EIG,Financial Services,Insurance—Specialty,0.5882352941176471,17
1636,EIM,Financial Services,Asset Management,0.42857142857142855,21
1637,EIX,Utilities,Utilities—Regulated Electric,0.44,50
1638,EJH,Consumer Cyclical,Personal Services,0.0,2
1639,EL,Consumer Defensive,Household & Personal Products,0.7857142857142857,28
1640,ELA,Consumer Cyclical,Luxury Goods,0.6875,32
1641,ELAB,Healthcare,Biotechnology,,0
1642,ELAN,Healthcare,Drug Manufacturers—Specialty & Generic,0.6,5
1643,ELBM,Basic Materials,Other Industrial Metals & Mining,0.6666666666666666,3
1644,ELC,,,1.0,2
1645,ELDN,Healthcare,Biotechnology,0.6666666666666666,9
1646,ELEV,Healthcare,Biotechnology,1.0,2
1647,ELF,Consumer Defensive,Household & Personal Products,0.5714285714285714,7
1648,ELMD,Healthcare,Medical Devices,0.7692307692307693,13
1649,ELME,Real Estate,REIT—Residential,0.5909090909090909,44
1650,ELP,Utilities,Utilities—Diversified,0.64,25
1651,ELPC,Utilities,Utilities—Diversified,,0
1652,ELS,Real Estate,REIT—Residential,0.5161290322580645,31
1653,ELSE,Technology,Scientific & Technical Instruments,0.6904761904761905,42
1654,ELTK,Technology,Electronic Components,0.48148148148148145,27
1655,ELTX,Healthcare,Biotechnology,0.6666666666666666,3
1656,ELUT,Healthcare,Medical Devices,0.6666666666666666,3
1657,ELVA,Industrials,Electrical Equipment & Parts,0.35714285714285715,14
1658,ELVN,Healthcare,Biotechnology,0.5,4
1659,ELWS,Technology,Software—Application,,0
1660,ELYM,Healthcare,Biotechnology,1.0,2
1661,EM,Consumer Cyclical,Personal Services,1.0,3
1662,EMBC,Healthcare,Medical Instruments & Supplies,0.5,2
1663,EMCG,Financial Services,Shell Companies,0.0,1
1664,EMCGU,Financial Services,Shell Companies,1.0,1
1665,EMD,Financial Services,Asset Management,0.6,20
1666,EMF,Financial Services,Asset Management,0.5405405405405406,37
1667,EMKR,Technology,Electronic Components,0.5925925925925926,27
1668,EML,Industrials,Tools & Accessories,0.7045454545454546,44
1669,EMN,Basic Materials,Specialty Chemicals,0.7666666666666667,30
1670,EMO,Financial Services,Asset Management,0.6666666666666666,12
1671,EMR,Industrials,Specialty Industrial Machinery,0.7254901960784313,51
1672,EMX,Basic Materials,Other Industrial Metals & Mining,0.6875,16
1673,ENB,Energy,Oil & Gas Midstream,0.55,40
1674,ENG,Industrials,Engineering & Construction,0.5172413793103449,29
1675,ENGN,Healthcare,Biotechnology,0.5,2
1676,ENIC,Utilities,Utilities—Regulated Electric,0.625,8
1677,ENJ,,,0.6363636363636364,11
1678,ENLC,Energy,Oil & Gas Midstream,0.4,20
1679,ENLT,Utilities,Utilities—Renewable,1.0,1
1680,ENLV,Healthcare,Biotechnology,0.4444444444444444,9
1681,ENO,,,0.375,8
1682,ENOV,Industrials,Specialty Industrial Machinery,0.7333333333333333,15
1683,ENR,Industrials,Electrical Equipment & Parts,0.75,8
1684,ENS,Industrials,Electrical Equipment & Parts,0.631578947368421,19
1685,ENSC,Healthcare,Biotechnology,0.6666666666666666,6
1686,ENSG,Healthcare,Medical Care Facilities,0.5625,16
1687,ENSV,Energy,Oil & Gas Equipment & Services,0.5666666666666667,30
1688,ENTA,Healthcare,Biotechnology,0.8181818181818182,11
1689,ENTG,Technology,Semiconductor Equipment & Materials,0.5652173913043478,23
1690,ENTO,Healthcare,Biotechnology,0.8571428571428571,7
1691,ENTX,Healthcare,Biotechnology,0.8,5
1692,ENVA,Financial Services,Credit Services,0.7777777777777778,9
1693,ENVB,Healthcare,Biotechnology,0.25,8
1694,ENVX,Industrials,Electrical Equipment & Parts,0.0,3
1695,ENX,Financial Services,Asset Management,0.47619047619047616,21
1696,ENZ,Healthcare,Diagnostics & Research,0.5116279069767442,43
1697,EOD,Financial Services,Asset Management,0.5882352941176471,17
1698,EOG,Energy,Oil & Gas E&P,0.6470588235294118,34
1699,EOI,Financial Services,Asset Management,0.5263157894736842,19
1700,EOLS,Healthcare,Drug Manufacturers—Specialty & Generic,0.6666666666666666,6
1701,EOS,Financial Services,Asset Management,0.5789473684210527,19
1702,EOSE,Industrials,Electrical Equipment & Parts,0.3333333333333333,3
1703,EOT,Financial Services,Asset Management,0.6428571428571429,14
1704,EP,Energy,Oil & Gas E&P,0.5416666666666666,24
1705,EPAC,Industrials,Specialty Industrial Machinery,0.6086956521739131,23
1706,EPAM,Technology,Information Technology Services,0.5833333333333334,12
1707,EPC,Consumer Defensive,Household & Personal Products,0.5833333333333334,24
1708,EPD,Energy,Oil & Gas Midstream,0.72,25
1709,EPIX,Healthcare,Biotechnology,0.6666666666666666,9
1710,EPOW,Industrials,Electrical Equipment & Parts,0.3333333333333333,3
1711,EPR,Real Estate,REIT—Specialty,0.5384615384615384,26
1712,EPRT,Real Estate,REIT—Diversified,0.6,5
1713,EPRX,Healthcare,Biotechnology,,0
1714,EPSN,Energy,Oil & Gas E&P,0.625,16
1715,EQBK,Financial Services,Banks—Regional,0.375,8
1716,EQC,Real Estate,REIT—Office,0.5405405405405406,37
1717,EQH,Financial Services,Insurance—Diversified,0.4,5
1718,EQIX,Real Estate,REIT—Specialty,0.5217391304347826,23
1719,EQNR,Energy,Oil & Gas Integrated,0.6818181818181818,22
1720,EQR,Real Estate,REIT—Residential,0.6333333333333333,30
1721,EQT,Energy,Oil & Gas E&P,0.6136363636363636,44
1722,EQX,Basic Materials,Gold,0.6,5
1723,ERAS,Healthcare,Biotechnology,0.5,2
1724,ERC,Financial Services,Asset Management,0.65,20
1725,ERH,Financial Services,Asset Management,0.55,20
1726,ERIC,Technology,Communication Equipment,0.5476190476190477,42
1727,ERIE,Financial Services,Insurance Brokers,0.5,28
1728,ERJ,Industrials,Aerospace & Defense,0.5652173913043478,23
1729,ERNA,Healthcare,Biotechnology,0.5625,32
1730,ERO,Basic Materials,Copper,0.6666666666666666,6
1731,ES,Utilities,Utilities—Regulated Electric,0.5294117647058824,51
1732,ESAB,Industrials,Metal Fabrication,1.0,2
1733,ESBA,Real Estate,REIT—Office,0.6,10
1734,ESCA,Consumer Cyclical,Leisure,0.6136363636363636,44
1735,ESE,Technology,Scientific & Technical Instruments,0.5151515151515151,33
1736,ESEA,Industrials,Marine Shipping,0.5294117647058824,17
1737,ESGR,Financial Services,Insurance—Diversified,0.6296296296296297,27
1738,ESGRO,Financial Services,Insurance—Diversified,0.4,5
1739,ESGRP,Financial Services,Insurance—Diversified,0.2,5
1740,ESHA,Financial Services,Shell Companies,,0
1741,ESI,Basic Materials,Specialty Chemicals,0.6,10
1742,ESLA,Healthcare,Biotechnology,1.0,2
1743,ESLT,Industrials,Aerospace & Defense,0.6296296296296297,27
1744,ESNT,Financial Services,Insurance—Specialty,0.3,10
1745,ESOA,Industrials,Engineering & Construction,0.7058823529411765,17
1746,ESPR,Healthcare,Drug Manufacturers—Specialty & Generic,0.9,10
1747,ESQ,Financial Services,Banks—Regional,0.3333333333333333,6
1748,ESRT,Real Estate,REIT—Diversified,0.6,10
1749,ESS,Real Estate,REIT—Residential,0.5862068965517241,29
1750,ESSA,Financial Services,Banks—Regional,0.5294117647058824,17
1751,ESTA,Healthcare,Medical Devices,0.8,5
1752,ESTC,Technology,Software—Application,0.6,5
1753,ESUS,,,1.0,2
1754,ET,Energy,Oil & Gas Midstream,0.6666666666666666,18
1755,ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.6451612903225806,31
1756,ETG,Financial Services,Asset Management,0.7,20
1757,ETJ,Financial Services,Asset Management,0.8125,16
1758,ETN,Industrials,Specialty Industrial Machinery,0.7254901960784313,51
1759,ETNB,Healthcare,Biotechnology,0.5,4
1760,ETO,Financial Services,Asset Management,0.6842105263157895,19
1761,ETON,Healthcare,Drug Manufacturers—Specialty & Generic,0.4,5
1762,ETR,Utilities,Utilities—Regulated Electric,0.39215686274509803,51
1763,ETV,Financial Services,Asset Management,0.6111111111111112,18
1764,ETW,Financial Services,Asset Management,0.6111111111111112,18
1765,ETWO,Technology,Software—Application,0.6666666666666666,3
1766,ETX,Financial Services,Asset Management,0.5454545454545454,11
1767,ETY,Financial Services,Asset Management,0.6470588235294118,17
1768,EU,Energy,Uranium,0.6923076923076923,13
1769,EUDA,Healthcare,Health Information Services,0.5,2
1770,EVA,Basic Materials,Lumber & Wood Production,0.3333333333333333,9
1771,EVAX,Healthcare,Biotechnology,0.0,3
1772,EVBN,Financial Services,Banks—Regional,0.5,22
1773,EVC,Communication Services,Advertising Agencies,0.5652173913043478,23
1774,EVCM,Technology,Software—Infrastructure,1.0,2
1775,EVE,Financial Services,Shell Companies,0.5,2
1776,EVER,Communication Services,Internet Content & Information,0.8,5
1777,EVEX,Industrials,Aerospace & Defense,0.0,1
1778,EVG,Financial Services,Asset Management,0.5789473684210527,19
1779,EVGN,Healthcare,Biotechnology,0.6153846153846154,13
1780,EVGO,Consumer Cyclical,Specialty Retail,1.0,3
1781,EVGR,Financial Services,Shell Companies,0.5,2
1782,EVGRU,Financial Services,Shell Companies,0.5,2
1783,EVH,Healthcare,Health Information Services,0.625,8
1784,EVI,Industrials,Industrial Distribution,0.5,34
1785,EVLV,Industrials,Security & Protection Services,0.0,3
1786,EVM,Financial Services,Asset Management,0.47619047619047616,21
1787,EVO,Healthcare,Drug Manufacturers—Specialty & Generic,0.45,20
1788,EVOK,Healthcare,Drug Manufacturers—Specialty & Generic,0.5,10
1789,EVR,Financial Services,Capital Markets,0.6470588235294118,17
1790,EVRG,Utilities,Utilities—Regulated Electric,0.6078431372549019,51
1791,EVRI,Consumer Cyclical,Gambling,0.5555555555555556,18
1792,EVT,Financial Services,Asset Management,0.6,20
1793,EVTC,Technology,Software—Infrastructure,0.2727272727272727,11
1794,EVTL,Industrials,Aerospace & Defense,0.3333333333333333,3
1795,EVTV,Consumer Cyclical,Auto Manufacturers,1.0,6
1796,EW,Healthcare,Medical Devices,0.7916666666666666,24
1797,EWBC,Financial Services,Banks—Regional,0.52,25
1798,EWCZ,Consumer Defensive,Household & Personal Products,1.0,2
1799,EWTX,Healthcare,Biotechnology,0.3333333333333333,3
1800,EXAI,Healthcare,Biotechnology,0.5,2
1801,EXAS,Healthcare,Diagnostics & Research,0.43478260869565216,23
1802,EXC,Utilities,Utilities—Regulated Electric,0.46,50
1803,EXEL,Healthcare,Biotechnology,0.625,24
1804,EXFY,Technology,Software—Application,0.5,2
1805,EXK,Basic Materials,Other Precious Metals & Mining,0.5,18
1806,EXLS,Technology,Information Technology Services,0.35294117647058826,17
1807,EXP,Basic Materials,Building Materials,0.6666666666666666,30
1808,EXPD,Industrials,Integrated Freight & Logistics,0.5641025641025641,39
1809,EXPE,Consumer Cyclical,Travel Services,0.5,18
1810,EXPI,Real Estate,Real Estate Services,0.3333333333333333,6
1811,EXPO,Industrials,Engineering & Construction,0.5151515151515151,33
1812,EXR,Real Estate,REIT—Industrial,0.5789473684210527,19
1813,EXTO,Consumer Cyclical,Department Stores,,0
1814,EYE,Consumer Cyclical,Specialty Retail,0.3333333333333333,6
1815,EYEN,Healthcare,Biotechnology,0.8333333333333334,6
1816,EYPT,Healthcare,Biotechnology,0.5263157894736842,19
1817,EZFL,Technology,Software—Application,0.0,2
1818,EZGO,Consumer Cyclical,Recreational Vehicles,0.6666666666666666,3
1819,EZPW,Financial Services,Credit Services,0.5625,32
1820,F,Consumer Cyclical,Auto Manufacturers,0.6274509803921569,51
1821,FA,Industrials,Specialty Business Services,1.0,2
1822,FAAS,Technology,Software—Infrastructure,0.5,2
1823,FAMI,Consumer Defensive,Packaged Foods,0.3333333333333333,6
1824,FANG,Energy,Oil & Gas E&P,0.6363636363636364,11
1825,FANH,Financial Services,Insurance Brokers,0.5625,16
1826,FARM,Consumer Defensive,Packaged Foods,0.5454545454545454,44
1827,FARO,Technology,Scientific & Technical Instruments,0.6538461538461539,26
1828,FAST,Industrials,Industrial Distribution,0.6388888888888888,36
1829,FAT,Consumer Cyclical,Restaurants,0.3333333333333333,6
1830,FATBB,Consumer Cyclical,Restaurants,0.5,2
1831,FATBP,Consumer Cyclical,Restaurants,0.3333333333333333,3
1832,FAX,Financial Services,Asset Management,0.6052631578947368,38
1833,FBIN,Industrials,Building Products & Equipment,0.4166666666666667,12
1834,FBIO,Healthcare,Biotechnology,0.9166666666666666,12
1835,FBIOP,Healthcare,Biotechnology,0.6666666666666666,6
1836,FBIZ,Financial Services,Banks—Regional,0.6666666666666666,18
1837,FBK,Financial Services,Banks—Regional,0.42857142857142855,7
1838,FBLG,Healthcare,Biotechnology,,0
1839,FBMS,Financial Services,Banks—Regional,0.6190476190476191,21
1840,FBNC,Financial Services,Banks—Regional,0.6486486486486487,37
1841,FBRT,Real Estate,REIT—Mortgage,0.0,2
1842,FBRX,Healthcare,Biotechnology,0.7142857142857143,7
1843,FBYD,Industrials,Conglomerates,,0
1844,FC,Consumer Defensive,Education & Training Services,0.5806451612903226,31
1845,FCAP,Financial Services,Banks—Regional,0.52,25
1846,FCBC,Financial Services,Banks—Regional,0.4,30
1847,FCCO,Financial Services,Banks—Regional,0.6,25
1848,FCEL,Industrials,Electrical Equipment & Parts,0.5161290322580645,31
1849,FCFS,Financial Services,Credit Services,0.5625,32
1850,FCN,Industrials,Consulting Services,0.5925925925925926,27
1851,FCNCA,Financial Services,Banks—Regional,0.4864864864864865,37
1852,FCNCO,Financial Services,Banks—Regional,1.0,2
1853,FCNCP,Financial Services,Banks—Regional,0.5,4
1854,FCO,Financial Services,Asset Management,0.5,32
1855,FCPT,Real Estate,REIT—Retail,0.375,8
1856,FCRX,,,1.0,2
1857,FCT,Financial Services,Asset Management,0.8421052631578947,19
1858,FCX,Basic Materials,Copper,0.5714285714285714,28
1859,FDBC,Financial Services,Banks—Regional,0.36,25
1860,FDMT,Healthcare,Biotechnology,0.6666666666666666,3
1861,FDP,Consumer Defensive,Farm Products,0.38461538461538464,26
1862,FDS,Financial Services,Financial Data & Stock Exchanges,0.4444444444444444,27
1863,FDUS,Financial Services,Asset Management,0.6666666666666666,12
1864,FDX,Industrials,Integrated Freight & Logistics,0.45652173913043476,46
1865,FE,Utilities,Utilities—Regulated Electric,0.6153846153846154,26
1866,FEBO,Technology,Consumer Electronics,,0
1867,FEDL,,,1.0,2
1868,FEDU,Consumer Defensive,Education & Training Services,0.5,6
1869,FEIM,Technology,Communication Equipment,0.627906976744186,43
1870,FELE,Industrials,Specialty Industrial Machinery,0.5909090909090909,44
1871,FEMY,Healthcare,Medical Instruments & Supplies,0.0,2
1872,FENC,Healthcare,Biotechnology,0.3333333333333333,6
1873,FENG,Communication Services,Internet Content & Information,0.5,12
1874,FER,Industrials,Infrastructure Operations,0.5454545454545454,11
1875,FET,Energy,Oil & Gas Equipment & Services,0.4166666666666667,12
1876,FF,Basic Materials,Specialty Chemicals,0.46153846153846156,13
1877,FFA,Financial Services,Asset Management,0.7368421052631579,19
1878,FFBC,Financial Services,Banks—Regional,0.425,40
1879,FFC,Financial Services,Asset Management,0.6190476190476191,21
1880,FFIC,Financial Services,Banks—Regional,0.42857142857142855,28
1881,FFIE,Consumer Cyclical,Auto Manufacturers,0.3333333333333333,3
1882,FFIN,Financial Services,Banks—Regional,0.43333333333333335,30
1883,FFIV,Technology,Software—Infrastructure,0.4583333333333333,24
1884,FFWM,Financial Services,Banks—Regional,0.3333333333333333,9
1885,FG,Financial Services,Insurance—Life,0.0,1
1886,FGB,Financial Services,Asset Management,0.625,16
1887,FGBI,Financial Services,Banks—Regional,0.36363636363636365,11
1888,FGBIP,Financial Services,Banks—Regional,0.3333333333333333,3
1889,FGEN,Healthcare,Biotechnology,0.5555555555555556,9
1890,FGF,Financial Services,Insurance—Diversified,0.7,10
1891,FGFPP,Financial Services,Insurance—Diversified,0.3333333333333333,6
1892,FGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.0,2
1893,FHB,Financial Services,Banks—Regional,0.42857142857142855,7
1894,FHI,Financial Services,Asset Management,0.56,25
1895,FHN,Financial Services,Banks—Regional,0.5681818181818182,44
1896,FHTX,Healthcare,Biotechnology,0.6666666666666666,3
1897,FI,Technology,Information Technology Services,0.6486486486486487,37
1898,FIACU,Financial Services,Shell Companies,0.5,2
1899,FIBK,Financial Services,Banks—Regional,0.5,14
1900,FICO,Technology,Software—Application,0.6111111111111112,36
1901,FIGS,Consumer Cyclical,Apparel Manufacturing,1.0,2
1902,FIHL,Financial Services,Insurance—Diversified,,0
1903,FINS,Financial Services,Asset Management,0.75,4
1904,FINV,Financial Services,Credit Services,0.5,6
1905,FINW,Financial Services,Banks—Regional,1.0,2
1906,FIP,Industrials,Conglomerates,1.0,1
1907,FISI,Financial Services,Banks—Regional,0.5,24
1908,FISK,Real Estate,REIT—Office,0.7,10
1909,FITB,Financial Services,Banks—Regional,0.4772727272727273,44
1910,FITBI,Financial Services,Banks—Regional,0.4,10
1911,FITBO,Financial Services,Banks—Regional,0.5,4
1912,FITBP,Financial Services,Banks—Regional,0.5,4
1913,FIVE,Consumer Cyclical,Specialty Retail,0.36363636363636365,11
1914,FIVN,Technology,Software—Infrastructure,0.6,10
1915,FIX,Industrials,Engineering & Construction,0.5384615384615384,26
1916,FKWL,Technology,Communication Equipment,0.6875,16
1917,FL,Consumer Cyclical,Apparel Retail,0.6451612903225806,62
1918,FLC,Financial Services,Asset Management,0.55,20
1919,FLD,Financial Services,Shell Companies,0.5,2
1920,FLDDU,Financial Services,Shell Companies,0.5,2
1921,FLEX,Technology,Electronic Components,0.4666666666666667,30
1922,FLGC,Healthcare,Drug Manufacturers—Specialty & Generic,0.5,2
